#NAME	Sequencing_id	Sample	Herd	Cow	Quarter	Status	Sa_quarter
191015C88Q2	SaMS319	Milk	Herd4	Cow88	Quarter2	OtherCM	mastitic_quarter
191015C88Q3	SaMS320	Milk	Herd4	Cow88	Quarter3	OtherCM	healthy_quarter
191015C88Q4	SaMS321	Milk	Herd4	Cow88	Quarter4	NoCM	no_mastitic_quarter
191028C88Q1	SaMS322	Milk	Herd4	Cow88	Quarter1	NoCM	no_mastitic_quarter
191028C88Q3	SaMS323	Milk	Herd4	Cow88	Quarter3	NoCM	healthy_quarter
191028C88Q4	SaMS324	Milk	Herd4	Cow88	Quarter4	NoCM	no_mastitic_quarter
191028C88Q2	SaMS325	Milk	Herd4	Cow88	Quarter2	OtherCM	mastitic_quarter
190304C419Q1	SaMS326	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190304C419Q2	SaMS327	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190304C419Q3	SaMS328	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190304C419Q4	SaMS329	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190318C419Q1	SaMS330	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190318C419Q2	SaMS331	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190318C419Q3	SaMS332	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190318C419Q4	SaMS333	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190401C419Q1	SaMS334	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190401C419Q2	SaMS335	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190401C419Q3	SaMS336	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190401C419Q4	SaMS337	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190415C419Q1	SaMS623r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190415C419Q2	SaMS339	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190415C419Q3	SaMS340	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190415C419Q4	SaMS341	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190429C419Q1	SaMS342r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190429C419Q2	SaMS343	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190429C419Q3	SaMS344	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190429C419Q4	SaMS345	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190513C419Q1	SaMS346	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190513C419Q2	SaMS347	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190513C419Q3	SaMS348	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190527C419Q1	SaMS349r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190527C419Q2	SaMS350	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190527C419Q3	SaMS351	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190527C419Q4	SaMS352	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190610C419Q1	SaMS353r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190610C419Q2	SaMS354	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190610C419Q3	SaMS355	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190610C419Q4	SaMS356	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190626C419Q1	SaMS357	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190626C419Q2	SaMS358	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190626C419Q3	SaMS359	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190626C419Q4	SaMS360	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190708C419Q1	SaMS361	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190708C419Q2	SaMS362r	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190708C419Q3	SaMS363	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190708C419Q4	SaMS364	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190722C419Q1	SaMS365	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190722C419Q2	SaMS366	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190722C419Q3	SaMS367	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190722C419Q4	SaMS368	Milk	Herd4	Cow419	Quarter4	OtherCM	mastitic_quarter
190805C419Q1	SaMS624r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190805C419Q2	SaMS370	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190805C419Q3	SaMS371	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190805C419Q4	SaMS372	Milk	Herd4	Cow419	Quarter4	SaCM	mastitic_quarter
190819C419Q1	SaMS373r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190819C419Q2	SaMS374	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190819C419Q3	SaMS375	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190819C419Q4	SaMS376	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190903C419Q1	SaMS625r	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190903C419Q3	SaMS378	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190903C419Q4	SaMS379	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190916C419Q1	SaMS380	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190916C419Q2	SaMS381	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190916C419Q3	SaMS382	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190916C419Q4	SaMS383	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
190930C419Q1	SaMS384	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
190930C419Q2	SaMS385	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
190930C419Q3	SaMS386r	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
190930C419Q4	SaMS387	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
191015C419Q1	SaMS388	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
191015C419Q3	SaMS389	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
191015C419Q2	SaMS390	Milk	Herd4	Cow419	Quarter2	OtherCM	no_mastitic_quarter
191015C419Q4	SaMS391	Milk	Herd4	Cow419	Quarter4	OtherCM	mastitic_quarter
191028C419Q1	SaMS392	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
191028C419Q3	SaMS393	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
191028C419Q4	SaMS394	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
191028C419Q2	SaMS395	Milk	Herd4	Cow419	Quarter2	OtherCM	no_mastitic_quarter
191111C419Q1	SaMS396	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
191111C419Q2	SaMS397	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
191111C419Q3	SaMS398	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
191111C419Q4	SaMS399	Milk	Herd4	Cow419	Quarter4	OtherCM	mastitic_quarter
191125C419Q1	SaMS400	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
191125C419Q2	SaMS401	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
191125C419Q3	SaMS402	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
191125C419Q4	SaMS403	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
191209C419Q1	SaMS404	Milk	Herd4	Cow419	Quarter1	NoCM	healthy_quarter
191209C419Q2	SaMS405	Milk	Herd4	Cow419	Quarter2	NoCM	no_mastitic_quarter
191209C419Q3	SaMS406	Milk	Herd4	Cow419	Quarter3	NoCM	no_mastitic_quarter
191209C419Q4	SaMS407	Milk	Herd4	Cow419	Quarter4	NoCM	mastitic_quarter
191216C139Q1	SaMS14	Milk	Herd5	Cow139	Quarter1	OtherCM	mastitic_quarter
191216C139Q2	SaMS3	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
191216C139Q3	SaMS4	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
191216C139Q4	SaMS5	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
200113C139Q1	SaMS6	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
200113C139Q2	SaMS7	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
200113C139Q3	SaMS8	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
200113C139Q4	SaMS9	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
191202C139Q1	SaMS10	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
191202C139Q2	SaMS11	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
191202C139Q3	SaMS12	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
191202C139Q4	SaMS13	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190703C139Q1	SaMS15	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190703C139Q2	SaMS16	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190703C139Q3	SaMS17	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190703C139Q4	SaMS18	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190715C139Q1	SaMS20	Milk	Herd5	Cow139	Quarter1	SaCM	mastitic_quarter
190715C139Q2	SaMS21	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190715C139Q3	SaMS22	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190729C139Q1	SaMS23	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190729C139Q2	SaMS24	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190729C139Q3	SaMS25	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190729C139Q4	SaMS26	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190812C139Q1	SaMS27	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190812C139Q2	SaMS28	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
200127C139Q1	SaMS29	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
200127C139Q2	SaMS30	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
200127C139Q3	SaMS31	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
200127C139Q4	SaMS32	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190408C139Q1	SaMS34	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190408C139Q2	SaMS35	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190408C139Q3	SaMS36	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190408C139Q4	SaMS81	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190424C139Q1	SaMS38	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190424C139Q2	SaMS39	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190424C139Q3	SaMS40	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190424C139Q4	SaMS41	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190812C139Q3	SaMS42	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190812C139Q4	SaMS43	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190826C139Q1	SaMS44	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190826C139Q2	SaMS82	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190826C139Q3	SaMS46	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190826C139Q4	SaMS47	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190909C139Q1	SaMS48	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190909C139Q2	SaMS83	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190909C139Q3	SaMS50	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190909C139Q4	SaMS51	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
190923C139Q1	SaMS52	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
190923C139Q2	SaMS53	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
190923C139Q3	SaMS54	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190923C139Q4	SaMS55	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
191007C139Q1	SaMS56	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
191007C139Q2	SaMS57	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
191007C139Q3	SaMS58	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
191007C139Q4	SaMS59	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
191021C139Q1	SaMS60	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
191021C139Q2	SaMS61	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
191021C139Q3	SaMS62	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
191021C139Q4	SaMS63	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
191104C139Q1	SaMS64	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
191104C139Q2	SaMS84	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
191104C139Q3	SaMS66	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
191104C139Q4	SaMS67	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
191118C139Q1	SaMS68	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
191118C139Q2	SaMS69	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
191118C139Q3	SaMS70	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
191118C139Q4	SaMS71	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
200210C139Q2	SaMS72	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
200210C139Q3	SaMS73	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
200210C139Q4	SaMS74	Milk	Herd5	Cow139	Quarter4	NoCM	no_mastitic_quarter
200224C139Q1	SaMS75	Milk	Herd5	Cow139	Quarter1	NoCM	mastitic_quarter
200224C139Q2	SaMS76	Milk	Herd5	Cow139	Quarter2	NoCM	healthy_quarter
200224C139Q3	SaMS77	Milk	Herd5	Cow139	Quarter3	NoCM	no_mastitic_quarter
190211C163Q1	SaMS85	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190211C163Q2	SaMS86	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190211C163Q3	SaMS117	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190211C163Q4	SaMS88	Milk	Herd5	Cow163	Quarter4	NoCM	mastitic_quarter
190225C163Q1	SaMS89	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190225C163Q2	SaMS90	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190225C163Q3	SaMS91	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190225C163Q4	SaMS92	Milk	Herd5	Cow163	Quarter4	NoCM	mastitic_quarter
190522C163Q1	SaMS118	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190522C163Q2	SaMS94	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190522C163Q3	SaMS119	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190522C163Q4	SaMS96	Milk	Herd5	Cow163	Quarter4	NoCM	mastitic_quarter
190603C163Q1	SaMS120	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190603C163Q2	SaMS98	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190603C163Q3	SaMS121	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190603C163Q4	SaMS100	Milk	Herd5	Cow163	Quarter4	SaCM	mastitic_quarter
190617C163Q1	SaMS101	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190617C163Q2	SaMS102	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190617C163Q3	SaMS103	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190617C163Q4	SaMS104	Milk	Herd5	Cow163	Quarter4	SaCM	mastitic_quarter
190703C163Q1	SaMS122	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190703C163Q2	SaMS106	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190703C163Q3	SaMS107	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190703C163Q4	SaMS108	Milk	Herd5	Cow163	Quarter4	SaCM	mastitic_quarter
190715C163Q1	SaMS109	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190715C163Q2	SaMS110	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190715C163Q3	SaMS123	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190715C163Q4	SaMS112	Milk	Herd5	Cow163	Quarter4	SaCM	mastitic_quarter
190729C163Q1	SaMS124	Milk	Herd5	Cow163	Quarter1	NoCM	no_mastitic_quarter
190729C163Q2	SaMS114	Milk	Herd5	Cow163	Quarter2	NoCM	no_mastitic_quarter
190729C163Q3	SaMS115	Milk	Herd5	Cow163	Quarter3	NoCM	healthy_quarter
190729C163Q4	SaMS116	Milk	Herd5	Cow163	Quarter4	SaCM	mastitic_quarter
190408C184Q1	SaMS125	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190408C184Q2	SaMS126	Milk	Herd5	Cow184	Quarter2	NoCM	mastitic_quarter
190408C184Q3	SaMS127	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190408C184Q4	SaMS128	Milk	Herd5	Cow184	Quarter4	NoCM	mastitic_quarter
190424C184Q1	SaMS129	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190424C184Q2	SaMS130	Milk	Herd5	Cow184	Quarter2	NoCM	mastitic_quarter
190424C184Q3	SaMS131	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190424C184Q4	SaMS132	Milk	Herd5	Cow184	Quarter4	NoCM	mastitic_quarter
190703C184Q1	SaMS133r	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190703C184Q2	SaMS134	Milk	Herd5	Cow184	Quarter2	NoCM	mastitic_quarter
190703C184Q3	SaMS135	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190715C184Q1	SaMS622	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190715C184Q2	SaMS151	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
190715C184Q3	SaMS139	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190715C184Q4	SaMS140	Milk	Herd5	Cow184	Quarter4	NoCM	mastitic_quarter
190729C184Q1	SaMS141	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190729C184Q2	SaMS142	Milk	Herd5	Cow184	Quarter2	NoCM	mastitic_quarter
190729C184Q3	SaMS143	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190812C184Q1	SaMS144	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190812C184Q2	SaMS145	Milk	Herd5	Cow184	Quarter2	OtherCM	mastitic_quarter
190812C184Q3	SaMS146	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190826C184Q1	SaMS148	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190826C184Q2	SaMS149	Milk	Herd5	Cow184	Quarter2	OtherCM	mastitic_quarter
190826C184Q3	SaMS150	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190826C184Q4	SaMS152	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
190909C184Q1	SaMS153	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190909C184Q3	SaMS154	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190909C184Q4	SaMS155	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
190923C184Q1	SaMS156	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
190923C184Q2	SaMS157	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
190923C184Q3	SaMS158	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
190923C184Q4	SaMS159	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
191007C184Q1	SaMS160	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
191007C184Q2	SaMS161	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
191007C184Q3	SaMS162	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
191007C184Q4	SaMS163	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
191021C184Q1	SaMS164	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
191021C184Q2	SaMS165	Milk	Herd5	Cow184	Quarter2	OtherCM	mastitic_quarter
191021C184Q3	SaMS166	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
191021C184Q4	SaMS167	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
191104C184Q1	SaMS168	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
191104C184Q2	SaMS169	Milk	Herd5	Cow184	Quarter2	OtherCM	mastitic_quarter
191104C184Q3	SaMS170	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
191104C184Q4	SaMS171	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
191118C184Q1	SaMS172	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
191118C184Q2	SaMS173	Milk	Herd5	Cow184	Quarter2	OtherCM	mastitic_quarter
191118C184Q3	SaMS174	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
191118C184Q4	SaMS175	Milk	Herd5	Cow184	Quarter4	SaCM	mastitic_quarter
191202C184Q1	SaMS176	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
191202C184Q3	SaMS177	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
191202C184Q4	SaMS178	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
191216C184Q1	SaMS179	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
191216C184Q3	SaMS180	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
191216C184Q4	SaMS181	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
200113C184Q1	SaMS182	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
200113C184Q3	SaMS183	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
200113C184Q4	SaMS184	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
200127C184Q1	SaMS185	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
200127C184Q2	SaMS186	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
200127C184Q3	SaMS187	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
200127C184Q4	SaMS188	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
200210C184Q1	SaMS189	Milk	Herd5	Cow184	Quarter1	NoCM	no_mastitic_quarter
200210C184Q2	SaMS190	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
200210C184Q3	SaMS191	Milk	Herd5	Cow184	Quarter3	NoCM	healthy_quarter
200210C184Q4	SaMS192	Milk	Herd5	Cow184	Quarter4	OtherCM	mastitic_quarter
191202C184Q2	SaMS193	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
191216C184Q2	SaMS194	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
200113C184Q2	SaMS195	Milk	Herd5	Cow184	Quarter2	SaCM	mastitic_quarter
190703C74Q1	SaMS196	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
190703C74Q2	SaMS197	Milk	Herd5	Cow74	Quarter2	SaCM	mastitic_quarter
190703C74Q3	SaMS198	Milk	Herd5	Cow74	Quarter3	NoCM	no_mastitic_quarter
190703C74Q4	SaMS199	Milk	Herd5	Cow74	Quarter4	NoCM	healthy_quarter
190715C74Q1	SaMS200	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
190715C74Q2	SaMS201	Milk	Herd5	Cow74	Quarter2	SaCM	mastitic_quarter
190715C74Q3	SaMS202	Milk	Herd5	Cow74	Quarter3	NoCM	no_mastitic_quarter
190715C74Q4	SaMS203	Milk	Herd5	Cow74	Quarter4	NoCM	healthy_quarter
190923C74Q1	SaMS204	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
190923C74Q2	SaMS205	Milk	Herd5	Cow74	Quarter2	NoCM	mastitic_quarter
190923C74Q4	SaMS207	Milk	Herd5	Cow74	Quarter4	NoCM	healthy_quarter
191007C74Q1	SaMS208	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
191007C74Q2	SaMS209	Milk	Herd5	Cow74	Quarter2	NoCM	mastitic_quarter
191007C74Q3	SaMS210	Milk	Herd5	Cow74	Quarter3	NoCM	no_mastitic_quarter
191007C74Q4	SaMS211	Milk	Herd5	Cow74	Quarter4	NoCM	healthy_quarter
191021C74Q1	SaMS212	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
191021C74Q2	SaMS213	Milk	Herd5	Cow74	Quarter2	NoCM	mastitic_quarter
191021C74Q3	SaMS214	Milk	Herd5	Cow74	Quarter3	NoCM	no_mastitic_quarter
191021C74Q4	SaMS215	Milk	Herd5	Cow74	Quarter4	NoCM	healthy_quarter
191104C74Q1	SaMS216	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
191104C74Q2	SaMS217	Milk	Herd5	Cow74	Quarter2	NoCM	mastitic_quarter
191104C74Q3	SaMS218	Milk	Herd5	Cow74	Quarter3	NoCM	no_mastitic_quarter
191104C74Q4	SaMS219	Milk	Herd5	Cow74	Quarter4	NoCM	healthy_quarter
191118C74Q1	SaMS220	Milk	Herd5	Cow74	Quarter1	NoCM	no_mastitic_quarter
